created_at,favorite_count,full_text,quote_count,reply_count,retweet_count,hashtags,cleaned_text,cleaned_text_2,tokenized_text,stemmed_text,lemmatized_text
Sun Aug 31 17:49:56 +0000 2025,0,Kata gw semua daerah juga pause dulu deh. Ni orang @prabowo nanggepin demo caranya bunuh rakyat ajg,0,0,0,[],kata gw semua daerah juga pause dulu deh ni orang nanggepin demo caranya bunuh rakyat ajg,daerah pause deh ni orang nanggepin demo bunuh rakyat ajg,"['daerah', 'pause', 'deh', 'ni', 'orang', 'nanggepin', 'demo', 'bunuh', 'rakyat', 'ajg']",daerah pause deh ni orang nanggepin demo bunuh rakyat ajg,daerah pause deh ni orang nanggepin demo bunuh rakyat ajg
Sun Aug 31 14:55:56 +0000 2025,1,benci bgt denger ada yang masi bilang kalau prabowo gaada sangkut pautnya sama demo ini,0,0,1,[],benci bgt denger ada yang masi bilang kalau prabowo gaada sangkut pautnya sama demo ini,benci banget denger masi bilang prabowo gaada sangkut pautnya demo,"['benci', 'banget', 'denger', 'masi', 'bilang', 'prabowo', 'gaada', 'sangkut', 'pautnya', 'demo']",benci banget denger mas bilang prabowo gaada sangkut paut demo,benci banget denger masi bilang prabowo gaada sangkut pautnya demo
Sun Aug 31 18:53:39 +0000 2025,0,mau nangis takuf bgf demo nya udh mau deket daerah gw prabowo anjing emangggggggh kapan sih lu matinya,0,1,0,[],mau nangis takuf bgf demo nya udh mau deket daerah gw prabowo anjing emangggggggh kapan sih lu matinya,nangis takuf bgf demo nya deket daerah prabowo emangggggggh sih matinya,"['nangis', 'takuf', 'bgf', 'demo', 'nya', 'deket', 'daerah', 'prabowo', 'emangggggggh', 'sih', 'matinya']",nang takuf bgf demo nya deket daerah prabowo emangggggggh sih mati,nangis takuf bgf demo nya deket daerah prabowo emangggggggh sih matinya
Sun Aug 31 19:45:36 +0000 2025,0,Ternyata temen gue yg prabowo garis keras ini gak ada updtan apa2 tentang demo bjir wkwkwkwkk bener2 bungkam ,0,0,0,[],ternyata temen gue yg prabowo garis keras ini gak ada updtan apa tentang demo bjir wkwkwkwkk bener bungkam,temen prabowo garis keras updtan demo bjir wkwkwkwkk bener bungkam,"['temen', 'prabowo', 'garis', 'keras', 'updtan', 'demo', 'bjir', 'wkwkwkwkk', 'bener', 'bungkam']",temen prabowo garis keras updtan demo bjir wkwkwkwkk bener bungkam,temen prabowo gari kera updtan demo bjir wkwkwkwkk bener bungkam
Sun Aug 31 23:12:14 +0000 2025,0,Demonstrasi dan Kemarahan Rakyat Tidak Ditunjukan Kepada Presiden Prabowo. https://t.co/RHraHfdUgV,0,0,0,[],demonstrasi dan kemarahan rakyat tidak ditunjukan kepada presiden prabowo,demonstrasi kemarahan rakyat ditunjukan presiden prabowo,"['demonstrasi', 'kemarahan', 'rakyat', 'ditunjukan', 'presiden', 'prabowo']",demonstrasi marah rakyat tunjuk presiden prabowo,demonstrasi kemarahan rakyat ditunjukan presiden prabowo
Sun Aug 31 15:58:30 +0000 2025,1,ini temen-temennya di kr pas baca berita sama liat postingan dia pasti hah hoh hah hoh soalnya sempet ada demo juga kan buat nurunin presiden yg ujug-ujug darurat militer itu,0,0,0,[],ini tementemennya di kr pas baca berita sama liat postingan dia pasti hah hoh hah hoh soalnya sempet ada demo juga kan buat nurunin presiden yg ujugujug darurat militer itu,tementemennya kr pas baca berita liat postingan hah hoh hah hoh sempet demo nurunin presiden ujugujug darurat militer,"['tementemennya', 'kr', 'pas', 'baca', 'berita', 'liat', 'postingan', 'hah', 'hoh', 'hah', 'hoh', 'sempet', 'demo', 'nurunin', 'presiden', 'ujugujug', 'darurat', 'militer']",tementemennya kr pas baca berita liat postingan hah hoh hah hoh sempet demo nurunin presiden ujugujug darurat militer,tementemennya kr pa baca berita liat postingan hah hoh hah hoh sempet demo nurunin presiden ujugujug darurat militer
Sun Aug 31 16:08:33 +0000 2025,0,Sebaiknya @deddysitorus juga rumahnya disatroni dan dijarah juga karna dia emank anjenkk atas pernyataannya. PDIP harus bertanggungjawab atas demo ini karna mreka kursi terbanyak membuat Rp.50juta dan Rp.12juta beras berhasil lolos dan diladenin @prabowo iyakan @Dennysiregar7,0,0,0,[],sebaiknya juga rumahnya disatroni dan dijarah juga karna dia emank anjenkk atas pernyataannya pdip harus bertanggungjawab atas demo ini karna mreka kursi terbanyak membuat rpjuta dan rpjuta beras berhasil lolos dan diladenin iyakan,rumahnya disatroni dijarah karna emank anjenkk pernyataannya pdip bertanggungjawab demo karna mreka kursi rpjuta rpjuta beras berhasil lolos diladenin iyakan,"['rumahnya', 'disatroni', 'dijarah', 'karna', 'emank', 'anjenkk', 'pernyataannya', 'pdip', 'bertanggungjawab', 'demo', 'karna', 'mreka', 'kursi', 'rpjuta', 'rpjuta', 'beras', 'berhasil', 'lolos', 'diladenin', 'iyakan']",rumah satron jarah karna emank anjenkk nyata pdip bertanggungjawab demo karna mreka kursi rpjuta rpjuta beras hasil lolos diladenin iya,rumahnya disatroni dijarah karna emank anjenkk pernyataannya pdip bertanggungjawab demo karna mreka kursi rpjuta rpjuta beras berhasil lolo diladenin iyakan
Sun Aug 31 22:59:27 +0000 2025,0,@lovvack Berdasarkan info terkini dari berbagai sumber (31 Agustus 2025) ada demo lanjutan di beberapa wilayah seperti Padang dan sekitar DPR Jakarta tapi situasi mulai tenang setelah presiden cabut tunjangan DPR. Tidak ada jadwal jam resmi yang spesifik umumnya siang/malam. Hindari,0,1,0,[],berdasarkan info terkini dari berbagai sumber  agustus  ada demo lanjutan di beberapa wilayah seperti padang dan sekitar dpr jakarta tapi situasi mulai tenang setelah presiden cabut tunjangan dpr tidak ada jadwal jam resmi yang spesifik umumnya siangmalam hindari,berdasarkan info terkini sumber agustus demo lanjutan wilayah padang dewan perwakilan rakyat jakarta situasi tenang presiden pergi tunjangan dewan perwakilan rakyat jadwal jam resmi spesifik siangmalam hindari,"['berdasarkan', 'info', 'terkini', 'sumber', 'agustus', 'demo', 'lanjutan', 'wilayah', 'padang', 'dewan', 'perwakilan', 'rakyat', 'jakarta', 'situasi', 'tenang', 'presiden', 'pergi', 'tunjangan', 'dewan', 'perwakilan', 'rakyat', 'jadwal', 'jam', 'resmi', 'spesifik', 'siangmalam', 'hindari']",dasar info kini sumber agustus demo lanjut wilayah padang dewan wakil rakyat jakarta situasi tenang presiden pergi tunjang dewan wakil rakyat jadwal jam resmi spesifik siangmalam hindar,berdasarkan info terkini sumber agustus demo lanjutan wilayah padang dewan perwakilan rakyat jakarta situasi tenang presiden pergi tunjangan dewan perwakilan rakyat jadwal jam resmi spesifik siangmalam hindari
Sun Aug 31 18:06:01 +0000 2025,0,selamat bulan september semuanya semoga demo ini segera membuahkan hasil yang seadil-adilnya dan semoga presiden dan deretan lainnya lebih mendengarkan rakyat dan gak mendzalimi rakyat #harapan #motivasi #WNI #tidur,0,0,0,"['#harapan', '#motivasi', '#WNI', '#tidur']",selamat bulan september semuanya semoga demo ini segera membuahkan hasil yang seadiladilnya dan semoga presiden dan deretan lainnya lebih mendengarkan rakyat dan gak mendzalimi rakyat,selamat september semoga demo membuahkan hasil seadiladilnya semoga presiden deretan mendengarkan rakyat mendzalimi rakyat,"['selamat', 'september', 'semoga', 'demo', 'membuahkan', 'hasil', 'seadiladilnya', 'semoga', 'presiden', 'deretan', 'mendengarkan', 'rakyat', 'mendzalimi', 'rakyat']",selamat september moga demo buah hasil seadiladilnya moga presiden deret dengar rakyat mendzalimi rakyat,selamat september semoga demo membuahkan hasil seadiladilnya semoga presiden deretan mendengarkan rakyat mendzalimi rakyat
Sun Aug 31 13:49:12 +0000 2025,0,MEMEK MASSA YG LAGI DEMO LU KIRA TERORISME HALU BEGO LU PRABOWO NGENTOT,0,0,0,[],memek massa yg lagi demo lu kira terorisme halu bego lu prabowo ngentot,massa demo terorisme halu prabowo,"['massa', 'demo', 'terorisme', 'halu', 'prabowo']",massa demo terorisme halu prabowo,massa demo terorisme halu prabowo
Sun Aug 31 14:36:35 +0000 2025,1,Persis setelah Prabowo press conference bolak balik scroll fyp tiktok berita demo tbtb udah gaada. Punya kalian juga gak?,1,1,0,[],persis setelah prabowo press conference bolak balik scroll fyp tiktok berita demo tbtb udah gaada punya kalian juga gak,persis prabowo press conference bolak scroll fyp tiktok berita demo tbtb gaada,"['persis', 'prabowo', 'press', 'conference', 'bolak', 'scroll', 'fyp', 'tiktok', 'berita', 'demo', 'tbtb', 'gaada']",persis prabowo press conference bolak scroll fyp tiktok berita demo tbtb gaada,persis prabowo press conference bolak scroll fyp tiktok berita demo tbtb gaada
Sun Aug 31 23:27:52 +0000 2025,1,Suara rakyat untuk Bapak #prabowo Dalam suasana geting/demo seperti hari²ini. Rakyat minta 3 hal Pak! 01 Datang ke lapangan atau dengarkan suara rakyat 2 Ajak Ulama untuk bermusyawarah menyelesaikan masalah ini. 03 Ajak ketua partai untuk bersatu. Semoga sampai ke #presiden,0,0,0,"['#prabowo', '#presiden']",suara rakyat untuk bapak dalam suasana getingdemo seperti hariini rakyat minta  hal pak  datang ke lapangan atau dengarkan suara rakyat  ajak ulama untuk bermusyawarah menyelesaikan masalah ini  ajak ketua partai untuk bersatu semoga sampai ke,suara rakyat suasana getingdemo hariini rakyat lapangan dengarkan suara rakyat ajak ulama bermusyawarah menyelesaikan ajak ketua partai bersatu semoga,"['suara', 'rakyat', 'suasana', 'getingdemo', 'hariini', 'rakyat', 'lapangan', 'dengarkan', 'suara', 'rakyat', 'ajak', 'ulama', 'bermusyawarah', 'menyelesaikan', 'ajak', 'ketua', 'partai', 'bersatu', 'semoga']",suara rakyat suasana getingdemo hariini rakyat lapang dengar suara rakyat ajak ulama musyawarah selesai ajak ketua partai satu moga,suara rakyat suasana getingdemo hariini rakyat lapangan dengarkan suara rakyat ajak ulama bermusyawarah menyelesaikan ajak ketua partai bersatu semoga
Sun Aug 31 18:05:35 +0000 2025,0,tadi ngomongin soal demo penjarahan dll terus respon si 02 voters kyk harusnya mereka (pendemo) gak bikin kegaduhan sana sini karna saham jadi turun (liat kondisi indonesia sekarang). LAH kan kayak gitu juga karna kebijakan ngaco presiden elu ,0,1,0,[],tadi ngomongin soal demo penjarahan dll terus respon si  voters kyk harusnya mereka pendemo gak bikin kegaduhan sana sini karna saham jadi turun liat kondisi indonesia sekarang lah kan kayak gitu juga karna kebijakan ngaco presiden elu,ngomongin demo penjarahan dll respon si voters kyk pendemo bikin kegaduhan karna saham turun liat kondisi indonesia kayak gitu karna kebijakan ngaco presiden elu,"['ngomongin', 'demo', 'penjarahan', 'dll', 'respon', 'si', 'voters', 'kyk', 'pendemo', 'bikin', 'kegaduhan', 'karna', 'saham', 'turun', 'liat', 'kondisi', 'indonesia', 'kayak', 'gitu', 'karna', 'kebijakan', 'ngaco', 'presiden', 'elu']",ngomongin demo jarah dll respon si voters kyk demo bikin gaduh karna saham turun liat kondisi indonesia kayak gitu karna bijak ngaco presiden elu,ngomongin demo penjarahan dll respon si voter kyk pendemo bikin kegaduhan karna saham turun liat kondisi indonesia kayak gitu karna kebijakan ngaco presiden elu
Sun Aug 31 20:09:01 +0000 2025,7,Tapi kayaknya emang situasinya maju kenek mundur kenek yah. Demo makin ekstrem darurat militer. Prabowo turun gibran naik. Masio jokowi taek ajane uwong iki pinter juga ya. Mau gk mau kudu sabar nunggu pilpres 2029. ,0,4,0,[],tapi kayaknya emang situasinya maju kenek mundur kenek yah demo makin ekstrem darurat militer prabowo turun gibran naik masio jokowi taek ajane uwong iki pinter juga ya mau gk mau kudu sabar nunggu pilpres ,kayaknya emang situasinya maju kenek mundur kenek yah demo ekstrem darurat militer prabowo turun gibran masio jokowi taek ajane uwong iki pinter ya kudu sabar nunggu pilpres,"['kayaknya', 'emang', 'situasinya', 'maju', 'kenek', 'mundur', 'kenek', 'yah', 'demo', 'ekstrem', 'darurat', 'militer', 'prabowo', 'turun', 'gibran', 'masio', 'jokowi', 'taek', 'ajane', 'uwong', 'iki', 'pinter', 'ya', 'kudu', 'sabar', 'nunggu', 'pilpres']",kayak emang situasi maju kenek mundur kenek yah demo ekstrem darurat militer prabowo turun gibran masio jokowi taek ajane uwong iki pinter ya kudu sabar nunggu pilpres,kayaknya emang situasinya maju kenek mundur kenek yah demo ekstrem darurat militer prabowo turun gibran masio jokowi taek ajane uwong iki pinter ya kudu sabar nunggu pilpres
Sun Aug 31 22:02:52 +0000 2025,0,Malam tadi gak ada demo patokan DPR sepi..!! Terus besok2 katanya ada demo besar-besaran ? Maksudnya demo kek dulu sampai dudukin gedong DPR gituh..?? Kalo kejadian lagi Presiden bakal mundur dong lalu yg ganti siapa?? Kamoh nanyeaaa.. ,0,0,0,[],malam tadi gak ada demo patokan dpr sepi terus besok katanya ada demo besarbesaran  maksudnya demo kek dulu sampai dudukin gedong dpr gituh kalo kejadian lagi presiden bakal mundur dong lalu yg ganti siapa kamoh nanyeaaa,malam demo patokan dewan perwakilan rakyat sepi besok demo besarbesaran maksudnya demo kek dudukin gedong dewan perwakilan rakyat gituh kalo kejadian presiden mundur ganti kamoh nanyeaaa,"['malam', 'demo', 'patokan', 'dewan', 'perwakilan', 'rakyat', 'sepi', 'besok', 'demo', 'besarbesaran', 'maksudnya', 'demo', 'kek', 'dudukin', 'gedong', 'dewan', 'perwakilan', 'rakyat', 'gituh', 'kalo', 'kejadian', 'presiden', 'mundur', 'ganti', 'kamoh', 'nanyeaaa']",malam demo patok dewan wakil rakyat sepi besok demo besarbesaran maksud demo kek dudukin gedong dewan wakil rakyat gituh kalo jadi presiden mundur ganti kamoh nanyeaaa,malam demo patokan dewan perwakilan rakyat sepi besok demo besarbesaran maksudnya demo kek dudukin gedong dewan perwakilan rakyat gituh kalo kejadian presiden mundur ganti kamoh nanyeaaa
Sun Aug 31 14:14:31 +0000 2025,0,Pernyataan resmi Presiden hari ini tidaklah sempurna tapi menunjukkan good gesture untuk penyelesaian demo dan masalah di pemerintahan. Kita awasi terus teman2 seperti yg ngawal DPR di Sydney (dan jangan2 Sahroni lg ntn F1 di Belanda tuh) ,0,0,0,[],pernyataan resmi presiden hari ini tidaklah sempurna tapi menunjukkan good gesture untuk penyelesaian demo dan masalah di pemerintahan kita awasi terus teman seperti yg ngawal dpr di sydney dan jangan sahroni lg ntn f di belanda tuh,pernyataan resmi presiden sempurna good gesture penyelesaian demo pemerintahan awasi teman ngawal dewan perwakilan rakyat sydney sahroni menonton f belanda tuh,"['pernyataan', 'resmi', 'presiden', 'sempurna', 'good', 'gesture', 'penyelesaian', 'demo', 'pemerintahan', 'awasi', 'teman', 'ngawal', 'dewan', 'perwakilan', 'rakyat', 'sydney', 'sahroni', 'menonton', 'f', 'belanda', 'tuh']",nyata resmi presiden sempurna good gesture selesai demo perintah awas teman ngawal dewan wakil rakyat sydney sahroni tonton f belanda tuh,pernyataan resmi presiden sempurna good gesture penyelesaian demo pemerintahan awasi teman ngawal dewan perwakilan rakyat sydney sahroni menonton f belanda tuh
Sun Aug 31 17:55:19 +0000 2025,0,Ada yg aneh?? Kenpa UU PERAMPASAN ASSET sama sekali GA DISINGGUNG oleh Prabowo ktika bertemu Ketua2 Partai Ketua DPR MPR dan beberapa menterinya. Padahal ini salah satu poin. TUNTUTAN UTAMA demonstrasi rakyat. Tren X : Intel Demo Hoax Makar Darurat Militer,0,0,0,[],ada yg aneh kenpa uu perampasan asset sama sekali ga disinggung oleh prabowo ktika bertemu ketua partai ketua dpr mpr dan beberapa menterinya padahal ini salah satu poin tuntutan utama demonstrasi rakyat tren x  intel demo hoax makar darurat militer,aneh kenpa uu perampasan asset disinggung prabowo ktika bertemu ketua partai ketua dewan perwakilan rakyat mpr menterinya salah poin tuntutan utama demonstrasi rakyat tren x intel demo hoax makar darurat militer,"['aneh', 'kenpa', 'uu', 'perampasan', 'asset', 'disinggung', 'prabowo', 'ktika', 'bertemu', 'ketua', 'partai', 'ketua', 'dewan', 'perwakilan', 'rakyat', 'mpr', 'menterinya', 'salah', 'poin', 'tuntutan', 'utama', 'demonstrasi', 'rakyat', 'tren', 'x', 'intel', 'demo', 'hoax', 'makar', 'darurat', 'militer']",aneh kenpa uu ampas asset singgung prabowo ktika temu ketua partai ketua dewan wakil rakyat mpr menteri salah poin tuntut utama demonstrasi rakyat tren x intel demo hoax makar darurat militer,aneh kenpa uu perampasan asset disinggung prabowo ktika bertemu ketua partai ketua dewan perwakilan rakyat mpr menterinya salah poin tuntutan utama demonstrasi rakyat tren x intel demo hoax makar darurat militer
Sun Aug 31 23:26:30 +0000 2025,0,Harus nya Bapak Presiden undang seluruh ketua BEM yg ada di Indonesia ajak berdialog utk meredam aksi aksi demo,0,0,0,[],harus nya bapak presiden undang seluruh ketua bem yg ada di indonesia ajak berdialog utk meredam aksi aksi demo,nya presiden undang ketua bem indonesia ajak berdialog meredam aksi aksi demo,"['nya', 'presiden', 'undang', 'ketua', 'bem', 'indonesia', 'ajak', 'berdialog', 'meredam', 'aksi', 'aksi', 'demo']",nya presiden undang ketua bem indonesia ajak dialog redam aksi aksi demo,nya presiden undang ketua bem indonesia ajak berdialog meredam aksi aksi demo
Sun Aug 31 14:08:11 +0000 2025,0,Kabarnya : Adu strategi antara presiden vs mantan presiden Tes awal : demonstrasi didesain utk anarkis dgn penyusupan tim pembakar dan tim penjarah Penanganan demonstrasi : terdapat korban jiwa utk membenarkan stigma 'penjahat ham' Pencitraan oleh keluarga mantan presiden ,0,0,0,[],kabarnya  adu strategi antara presiden vs mantan presiden tes awal  demonstrasi didesain utk anarkis dgn penyusupan tim pembakar dan tim penjarah penanganan demonstrasi  terdapat korban jiwa utk membenarkan stigma penjahat ham pencitraan oleh keluarga mantan presiden,kabarnya adu strategi presiden vs mantan presiden tes demonstrasi didesain anarkis penyusupan tim pembakar tim penjarah penanganan demonstrasi korban jiwa membenarkan stigma penjahat ham pencitraan keluarga mantan presiden,"['kabarnya', 'adu', 'strategi', 'presiden', 'vs', 'mantan', 'presiden', 'tes', 'demonstrasi', 'didesain', 'anarkis', 'penyusupan', 'tim', 'pembakar', 'tim', 'penjarah', 'penanganan', 'demonstrasi', 'korban', 'jiwa', 'membenarkan', 'stigma', 'penjahat', 'ham', 'pencitraan', 'keluarga', 'mantan', 'presiden']",kabar adu strategi presiden vs mantan presiden tes demonstrasi desain anarkis susup tim bakar tim jarah tangan demonstrasi korban jiwa benar stigma jahat ham citra keluarga mantan presiden,kabarnya adu strategi presiden v mantan presiden te demonstrasi didesain anarkis penyusupan tim pembakar tim penjarah penanganan demonstrasi korban jiwa membenarkan stigma penjahat ham pencitraan keluarga mantan presiden
Sun Aug 31 22:25:05 +0000 2025,0,Prabowo menyebut bahwa Demo anarkis dan rusuh beberapa hari ini ada indikasi Makar. Dlm Pertemuan besar ada yg tdk diajak.,0,0,0,[],prabowo menyebut bahwa demo anarkis dan rusuh beberapa hari ini ada indikasi makar dlm pertemuan besar ada yg tdk diajak,prabowo menyebut demo anarkis rusuh indikasi makar pertemuan diajak,"['prabowo', 'menyebut', 'demo', 'anarkis', 'rusuh', 'indikasi', 'makar', 'pertemuan', 'diajak']",prabowo sebut demo anarkis rusuh indikasi makar temu ajak,prabowo menyebut demo anarkis rusuh indikasi makar pertemuan diajak
Sun Aug 31 23:52:24 +0000 2025,0,Demo meluas jadi kerusuhan aksi anarkis rumah pejabat dijarah dan dibakar hingga korban jiwa. Presiden telah mencabut tunjangan DPR dan menunda kunjungan ke China. Rakyat berteriak minta keadilan dan reformasi. #IndonesiaGelap #BersatuMelawanKorupsi #TagihJanjiRakyat,0,0,0,"['#IndonesiaGelap', '#BersatuMelawanKorupsi', '#TagihJanjiRakyat']",demo meluas jadi kerusuhan aksi anarkis rumah pejabat dijarah dan dibakar hingga korban jiwa presiden telah mencabut tunjangan dpr dan menunda kunjungan ke china rakyat berteriak minta keadilan dan reformasi,demo meluas kerusuhan aksi anarkis rumah pejabat dijarah dibakar korban jiwa presiden mencabut tunjangan dewan perwakilan rakyat menunda kunjungan china rakyat berteriak keadilan reformasi,"['demo', 'meluas', 'kerusuhan', 'aksi', 'anarkis', 'rumah', 'pejabat', 'dijarah', 'dibakar', 'korban', 'jiwa', 'presiden', 'mencabut', 'tunjangan', 'dewan', 'perwakilan', 'rakyat', 'menunda', 'kunjungan', 'china', 'rakyat', 'berteriak', 'keadilan', 'reformasi']",demo luas rusuh aksi anarkis rumah jabat jarah bakar korban jiwa presiden cabut tunjang dewan wakil rakyat tunda kunjung china rakyat teriak adil reformasi,demo meluas kerusuhan aksi anarkis rumah pejabat dijarah dibakar korban jiwa presiden mencabut tunjangan dewan perwakilan rakyat menunda kunjungan china rakyat berteriak keadilan reformasi
Sun Aug 31 16:47:29 +0000 2025,3,@Resty_J_Cayah @prabowo Aksi demo berapa hari yg lalu kebakaran nya baru sekarang...apa masyarakat bakal jdi kambing hitam nya ,0,0,0,[],aksi demo berapa hari yg lalu kebakaran nya baru sekarangapa masyarakat bakal jdi kambing hitam nya,aksi demo kebakaran nya sekarangapa masyarakat kambing hitam nya,"['aksi', 'demo', 'kebakaran', 'nya', 'sekarangapa', 'masyarakat', 'kambing', 'hitam', 'nya']",aksi demo bakar nya sekarangapa masyarakat kambing hitam nya,aksi demo kebakaran nya sekarangapa masyarakat kambing hitam nya
Sun Aug 31 15:24:15 +0000 2025,0,Siap kena Framing Ketika Presiden Sibuk Bersama Elit di Istana Wapres Malah ke Rumah Sakit Jenguk Korban Demonstrasi ,0,0,0,[],siap kena framing ketika presiden sibuk bersama elit di istana wapres malah ke rumah sakit jenguk korban demonstrasi,kena framing presiden sibuk elit istana wapres rumah sakit jenguk korban demonstrasi,"['kena', 'framing', 'presiden', 'sibuk', 'elit', 'istana', 'wapres', 'rumah', 'sakit', 'jenguk', 'korban', 'demonstrasi']",kena framing presiden sibuk elit istana wapres rumah sakit jenguk korban demonstrasi,kena framing presiden sibuk elit istana wapres rumah sakit jenguk korban demonstrasi
Sun Aug 31 22:25:42 +0000 2025,0,Berharap presiden dan pemerintah ambil Langkah cepat agar demo segera berakhir dan Indonesia segera kondusif. Ga Rela kalo konser sj nanti harus di postpone. Nunggu bisa ketemu chul tuh waktunya lama,0,0,0,[],berharap presiden dan pemerintah ambil langkah cepat agar demo segera berakhir dan indonesia segera kondusif ga rela kalo konser sj nanti harus di postpone nunggu bisa ketemu chul tuh waktunya lama,berharap presiden pemerintah ambil langkah cepat demo indonesia kondusif rela kalo konser sj postpone nunggu ketemu chul tuh,"['berharap', 'presiden', 'pemerintah', 'ambil', 'langkah', 'cepat', 'demo', 'indonesia', 'kondusif', 'rela', 'kalo', 'konser', 'sj', 'postpone', 'nunggu', 'ketemu', 'chul', 'tuh']",harap presiden perintah ambil langkah cepat demo indonesia kondusif rela kalo konser sj postpone nunggu ketemu chul tuh,berharap presiden pemerintah ambil langkah cepat demo indonesia kondusif rela kalo konser sj postpone nunggu ketemu chul tuh
Sun Aug 31 19:29:50 +0000 2025,0,lagi ikut demo apa lagi pantengin tarot prabowo min @pln_123 ?,0,0,0,[],lagi ikut demo apa lagi pantengin tarot prabowo min ,demo pantengin tarot prabowo min,"['demo', 'pantengin', 'tarot', 'prabowo', 'min']",demo pantengin tarot prabowo min,demo pantengin tarot prabowo min
Sun Aug 31 23:43:26 +0000 2025,0,Si tbtb banyak yg kebakar. Wapres gak ada dalam barisan pas pak Presiden menyampaikan sesuatu terkait demo ini.,0,0,0,[],si tbtb banyak yg kebakar wapres gak ada dalam barisan pas pak presiden menyampaikan sesuatu terkait demo ini,si tbtb kebakar wapres barisan pas presiden terkait demo,"['si', 'tbtb', 'kebakar', 'wapres', 'barisan', 'pas', 'presiden', 'terkait', 'demo']",si tbtb bakar wapres baris pas presiden kait demo,si tbtb kebakar wapres barisan pa presiden terkait demo
Sun Aug 31 14:43:43 +0000 2025,5674,Menyikapi pernyataan Prabowo bersama dengan pimpinan lembaga negara dan partai politik: Kami Koalisi Masyarakat Sipil Indonesia menyatakan 1. Prabowo gagal paham merespons dinamika sosial politik dan ekonomi yang menimbulkan kemarahan publik akhir-akhir ini melalui demonstrasi https://t.co/4kHfF7D5CM,54,87,3659,[],menyikapi pernyataan prabowo bersama dengan pimpinan lembaga negara dan partai politik kami koalisi masyarakat sipil indonesia menyatakan  prabowo gagal paham merespons dinamika sosial politik dan ekonomi yang menimbulkan kemarahan publik akhirakhir ini melalui demonstrasi,menyikapi pernyataan prabowo pimpinan lembaga negara partai politik koalisi masyarakat sipil indonesia prabowo gagal paham merespons dinamika sosial politik ekonomi menimbulkan kemarahan publik akhirakhir demonstrasi,"['menyikapi', 'pernyataan', 'prabowo', 'pimpinan', 'lembaga', 'negara', 'partai', 'politik', 'koalisi', 'masyarakat', 'sipil', 'indonesia', 'prabowo', 'gagal', 'paham', 'merespons', 'dinamika', 'sosial', 'politik', 'ekonomi', 'menimbulkan', 'kemarahan', 'publik', 'akhirakhir', 'demonstrasi']",sikap nyata prabowo pimpin lembaga negara partai politik koalisi masyarakat sipil indonesia prabowo gagal paham respons dinamika sosial politik ekonomi timbul marah publik akhirakhir demonstrasi,menyikapi pernyataan prabowo pimpinan lembaga negara partai politik koalisi masyarakat sipil indonesia prabowo gagal paham merespons dinamika sosial politik ekonomi menimbulkan kemarahan publik akhirakhir demonstrasi
Sat Aug 30 12:59:11 +0000 2025,2720,Mengambil kutipan aktivis senior bung @faizalassegaf bahwa dalam demo yg terjadi harus diwaspadai gerakan-gerakan kekuasaan lama yang bermain maka sangat disayangkan jika Presiden Prabowo masih terbius dalam permainan politik hipokrit penipu yg dianggapnya jujur dan lugu. https://t.co/Xz5M8SNTZz,53,179,1346,[],mengambil kutipan aktivis senior bung bahwa dalam demo yg terjadi harus diwaspadai gerakangerakan kekuasaan lama yang bermain maka sangat disayangkan jika presiden prabowo masih terbius dalam permainan politik hipokrit penipu yg dianggapnya jujur dan lugu,mengambil kutipan aktivis senior demo diwaspadai gerakangerakan kekuasaan bermain disayangkan presiden prabowo terbius permainan politik hipokrit penipu dianggapnya jujur lugu,"['mengambil', 'kutipan', 'aktivis', 'senior', 'demo', 'diwaspadai', 'gerakangerakan', 'kekuasaan', 'bermain', 'disayangkan', 'presiden', 'prabowo', 'terbius', 'permainan', 'politik', 'hipokrit', 'penipu', 'dianggapnya', 'jujur', 'lugu']",ambil kutip aktivis senior demo waspada gerakangerakan kuasa main sayang presiden prabowo bius main politik hipokrit tipu anggap jujur lugu,mengambil kutipan aktivis senior demo diwaspadai gerakangerakan kekuasaan bermain disayangkan presiden prabowo terbius permainan politik hipokrit penipu dianggapnya jujur lugu
